source,url,question,answer,wrong_answer
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Has anyone with preexisting conditions gotten the coronavirus and survived?,"Yes, many people have. While the risk for serious disease and death fromCOVID-19 is higher in people who are older or who have [certain preexistingconditions](https://www.usatoday.com/in-depth/news/health/2020/03/05/coronavirus-us-cases-symptoms-travel-deaths-prepare/4904568002/), thousands have survived.Data from the CDC published Tuesday found that, as of March 28, the U.S.reported 2,692 patients who had one or more underlying health conditions. Ofthose patients, 173 died. This limited data suggests that thousands of peoplewho have one or more underlying health conditions have not died.Moreover, a [February WHO study](https://www.who.int/docs/default-source/coronaviruse/who-china-joint-mission-on-covid-19-final-report.pdf) ofmore than 70,000 coronavirus patients in China found that people withpreexisting conditions had higher fatality rates than those withoutpreexisting conditions: 13.2% for those with cardiovascular disease, 9.2% fordiabetes, 8.4% for hypertension, 8.0% for chronic respiratory disease, and7.6% for cancer. However, those figures suggest that large percentages ofpeople with preexisting conditions survived.","Officials suggest [self-quarantining](https://www.usatoday.com/story/news/health/2020/03/11/coronavirus-pandemic-quarantine-social-distancing-covid-19-defined/5020755002/) for twoweeks if you've had exposure to somebody with the virus and might be infected.It's a way to monitor if symptoms develop and, at the same time, avoid anypossible spread to others. Since the incubation period for the virus is up to14 days, you're ""cleared"" for the virus after two weeks, Elliott said.After that, you still [need to practice socialdistancing](https://www.usatoday.com/in-depth/news/2020/03/16/social-distancing-coronavirus-isolation-quarantine-pandemic-virus-infection-symptoms/5019940002/).[Is it safe to go grocery shopping? Helpful tips during the coronaviruspandemic ](/in-depth/news/2020/04/03/safe-go-grocery-store-shopping-tips-amid-coronavirus/5103977002/) [Coronavirus might spread much farther than 6 feet inthe air. CDC says wear a mask in public. ](/in-depth/news/2020/04/03/coronavirus-protection-how-masks-might-stop-spread-through-coughs/5086553002/) [Fact check: Did the Obama administration depletethe federal stockpile of N95 masks?](/story/news/factcheck/2020/04/03/fact-check-did-obama-administration-deplete-n-95-mask-stockpile/5114319002/)"
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Can coronavirus be transmitted through secondhand smoke?,"""It’s not the main mode of transmission. There's probably some component ofairborne, but I don’t think secondhand smoke would be a compounding factor,""said Tania Elliott, clinical instructor of infectious diseases at NYU Langone.If the smoke irritates your lungs and causes you to cough, that poses agreater risk of transmission since the virus is thought to mainly spreadthrough respiratory droplets when someone coughs or sneezes, Elliot said.Smokers are likely to be more vulnerable to COVID-19 as the act of smokingmeans that fingers and possibly dirty cigarettes are in contact with lips,[according to the WHO](https://www.who.int/news-room/q-a-detail/q-a-on-smoking-and-covid-19). Smokers may also already have lung disease or reducedlung capacity which would greatly increase risk of serious illness, the WHOsays.While data is still evolving about how long the virus may remain alive, [arecent study](https://www.usatoday.com/story/news/health/2020/03/18/heres-how-long-coronavirus-can-live-surfaces-and-air-study/2863287001/) found thatviable virus could be detected up to three hours later in the air.","The White House is asking Americans to stay home as much as possible to slowthe spread of the virus, and some states and local governments have [issued""stay home"" and ""shelter-in-place""orders](https://www.usatoday.com/story/news/nation/2020/03/21/coronavirus-lockdown-orders-shelter-place-stay-home-state-list/2891193001/).""I don’t think now’s the time to do it,"" Elliott said. ""If you have a housesomewhere else, that's fine. But I wouldn’t recommend being in hotels orcrowded public settings. If you want take a road trip and go camping, there'srisk associated with that."""
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Is cross-country road travel advisable to destinations outside of COVID-19 'hot spots'?,"The White House is asking Americans to stay home as much as possible to slowthe spread of the virus, and some states and local governments have [issued""stay home"" and ""shelter-in-place""orders](https://www.usatoday.com/story/news/nation/2020/03/21/coronavirus-lockdown-orders-shelter-place-stay-home-state-list/2891193001/).""I don’t think now’s the time to do it,"" Elliott said. ""If you have a housesomewhere else, that's fine. But I wouldn’t recommend being in hotels orcrowded public settings. If you want take a road trip and go camping, there'srisk associated with that.""","Trump in March signed [the largest economic stimuluspackage](https://www.usatoday.com/story/news/politics/2020/03/27/coronavirus-house-set-pass-stimulus-package-includes-checks/2923953001/) in U.S. history.The [stimulus provides forbearance on mortgagepayments](https://www.usatoday.com/story/money/2020/03/31/coronavirus-what-happens-if-you-cant-pay-rent-due-pandemic/5099013002/) for up to a year butjust for federally-backed loans. Some states and banks are also issuing relieffor other types of mortgages. Once forbearance ends, borrowers would have towork out a repayment plan or loan modification with the mortgage servicer, theNational Housing Law Project says.Still, several states are granting moratoriums to renters but not owners,potentially forcing owners to pay their mortgage, utilities, taxes and othercosts even though they have less rental income."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Can you catch the virus from people who've died?,"The main way the virus is thought to spread is through respiratory dropletsproduced when an infected person coughs or sneezes, and this is not a concernafter death, [according to theCDC](https://www.cdc.gov/coronavirus/2019-ncov/faq.html#anchor_1584390222777).But people should consider not touching the body of someone who has died ofCOVID-19, the CDC says.There is no known risk associated with being in the same room at a funeral orvisitation service with the body of someone who died of COVID-19, the CDCsays. Kissing, washing and shrouding should be avoided before, during andafter the body has been prepared, if possible. But holding the hand or huggingafter the body has been prepared for viewing may pose less of a risk, the CDCsays.","A study of more than 72,000 cases in mainland China found that at least one person between ten and 19 years of age had died, but no one younger than ten had died. A subsequent study in the journal Pediatrics found that a 14-year-old boy from China died in February after contracting the coronavirus.

It was not immediately clear if anyone younger had died elsewhere in the world.

By comparison, at least 155 children in the U.S. have died after contracting the flu so far this flu season, according to the CDC."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,What is the value of testing for the coronavirus if there is currently no treatment?,"There is value to getting tested because there are many reasons why someonewould seek medical care for their symptoms, and ruling out the coronavirus ishelpful in seeking other causes, said Jason Christie, chief of pulmonarymedicine at Penn Medicine.""The biggest problem is we don’t have a quick and reliable test right now.Without that, we have to be smart and ration the testing to those people thatneed them most. So don’t go out and get tested right now unless you’re sick,""Christie said.Testing also helps health officials figure out how prevalent and contagious avirus is.","No. While shortness of breath is among the most common symptoms of the virus,according to the CDC, that diagnosis does not necessarily involve holding alarge breath for 10 seconds. Medically known as dyspnea, shortness of breathis often described as ""an intense tightening in the chest, air hunger,difficulty breathing, breathlessness or a feeling of suffocation,"" accordingto the Mayo Clinic.If you think you may be sick, call your doctor and [follow CDCguidance](https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html)."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Is it safe to get groceries during senior shopping hour?,"Acknowledging that older adults and persons with underlying health conditionsare more susceptible to COVID-19, a growing number of stores are [dedicatingtime or openingearlier](https://www.usatoday.com/story/money/2020/03/17/coronavirus-shopping-stores-introduce-time-for-vulnerable-elderly-pregnant/5074064002/) for seniorshoppers and other at-risk groups.But Elliott says she doesn't advise it. ""That gives a false sense ofsecurity,"" she said. ""By encouraging older people with chronic diseases to goout at a dedicated time, you're still exposing them to a bunch of otherpeople, and if one person in that crowd is infected, then the virus willspread.""Elliott said she'd rather see stores limiting the number of people who canenter during a given time period so that there are fewer people in the store.She also encourages healthy people to do the shopping.","As with seasonal flu, people at highest risk for severe disease and death include people over the age of 60 and those with underlying conditions, according to the World Health Organization.

""Starting at age 60, there is an increasing risk of disease and the risk increases with age. The highest risk of serious illness and death is in people older than 80 years,"" Nancy Messonnier, director of the CDC's National Center for Immunization and Respiratory Diseases, told reporters in a recent telebriefing.

The CDC recommends that people over 60 stock up on supplies, keep away from others who are sick, limit close contact, wash hands often, avoid crowds as much as possible, avoid cruises and don't fly on planes unless absolutely necessary."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Can the virus be transmitted through the mail? Should I stop sending greeting cards?,"The chances of transmission through your mail is very low, Elliott says.""Parts of the virus can fall on surfaces and survive on surfaces for up to 72hours. But you have to have pretty good conditions for that to happen. So thelikelihood would be very small, even with no precautions,"" she said.Elliott advises people to put their mail down on a plastic plate instead ofdirectly on a counter top or table, to use a letter opener, and to wash handsthoroughly after touching the mail.Research on how long a virus may live on surfaces is evolving. The CDC hassaid there is likely very low risk of transmission of COVID-19 from productsor packaging that are shipped over a period of days or weeks ""because of poorsurvivability of these coronaviruses on surfaces.""A [recent study](https://www.usatoday.com/story/news/health/2020/03/18/heres-how-long-coronavirus-can-live-surfaces-and-air-study/2863287001/) found thatviable virus could be detected up to three hours later in the air, up to fourhours on copper, up to 24 hours on cardboard and up to two to three days onplastic and stainless steel. But [a subsequent report from theCDC](https://www.usatoday.com/story/news/health/2020/03/18/heres-how-long-coronavirus-can-live-surfaces-and-air-study/2863287001/) found that geneticmaterial from the virus can live on surfaces for more than two weeks.","In some cases, the virus ultimately damages tiny air sacs in the lungs,restricting oxygen to the bloodstream and depriving other major organs –including the liver, kidney and brain – of oxygen. **Severe cases of coronavirus:**[Some result in brain damage, inability towalk](https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-what-acute-respiratory-distress-syndrome-ards/5066412002/)In a small number of severe cases, that can develop into[ acute respiratorydistress syndrome(ARDS)](https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-what-acute-respiratory-distress-syndrome-ards/5066412002/), which requires apatient be placed on a ventilator to supply oxygen. However, if too much ofthe lung is damaged and not enough oxygen is supplied to the rest of the body,respiratory failure could lead to organ failure and death.Here's [what that looks like inside the body](https://www.usatoday.com/in-depth/news/2020/03/13/what-coronavirus-does-body-covid-19-infection-process-symptoms/5009057002/)."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Are plastic grocery bags considered the plastic that you have to wait hours to touch?,"You should take precaution with any containers, Elliott says. ""The plasticgrocery bags I’d throw out right away, wash your hands and then clean yourfood. Chances (of infection) are low,"" she said. ""But better yet, bring yourown bags! It’s better for the environment anyway.""","The CDC and WHO have not issued formal guidance on carry-out food.While the CDC says that there is no evidence to support transmissionassociated with food, a person may get COVID-19 by touching a surface orobject that has the virus on it and then touching their own face. The viruscan, for example, survive on cardboard up to 24 hours, [according to a recentstudy](https://www.usatoday.com/story/news/health/2020/03/18/heres-how-long-coronavirus-can-live-surfaces-and-air-study/2863287001/).The issue of carry-out food also raises concerns about [the risk couriers arefacing](https://www.usatoday.com/story/money/food/2020/03/17/coronavirus-doordash-postmates-couriers-keep-regular-rates/5060297002/) by interactingwith customers during their shifts. That's why some companies are now offering[""contactless"" deliveryoptions](https://www.usatoday.com/story/money/2020/03/17/coronavirus-how-restaurants-adapting-uncertainty/5057617002/) that help people maintain socialdistancing by allowing couriers to ring the doorbell and leave the packageoutside. **Study finds:**[Coronavirus can live in the air for hours and on surfacesfor days](https://www.usatoday.com/story/news/health/2020/03/18/heres-how-long-coronavirus-can-live-surfaces-and-air-study/2863287001/)"
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,They keep saying stay isolated for two weeks. But what happens after the two weeks?,"Officials suggest [self-quarantining](https://www.usatoday.com/story/news/health/2020/03/11/coronavirus-pandemic-quarantine-social-distancing-covid-19-defined/5020755002/) for twoweeks if you've had exposure to somebody with the virus and might be infected.It's a way to monitor if symptoms develop and, at the same time, avoid anypossible spread to others. Since the incubation period for the virus is up to14 days, you're ""cleared"" for the virus after two weeks, Elliott said.After that, you still [need to practice socialdistancing](https://www.usatoday.com/in-depth/news/2020/03/16/social-distancing-coronavirus-isolation-quarantine-pandemic-virus-infection-symptoms/5019940002/).[Is it safe to go grocery shopping? Helpful tips during the coronaviruspandemic ](/in-depth/news/2020/04/03/safe-go-grocery-store-shopping-tips-amid-coronavirus/5103977002/) [Coronavirus might spread much farther than 6 feet inthe air. CDC says wear a mask in public. ](/in-depth/news/2020/04/03/coronavirus-protection-how-masks-might-stop-spread-through-coughs/5086553002/) [Fact check: Did the Obama administration depletethe federal stockpile of N95 masks?](/story/news/factcheck/2020/04/03/fact-check-did-obama-administration-deplete-n-95-mask-stockpile/5114319002/)","There is no vaccine for the new virus and no specific antiviral medicine to prevent or treat COVID-19, so treatment consists of supportive care to help relieve symptoms and, for severe cases, care to support vital organ functions, the CDC says.

About 80% of people recover from the disease without needing special treatment, according to the WHO. For most patients, that means drinking plenty of fluids and resting, just as you would for the cold or flu."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Is it advantageous for a younger healthy person to get the coronavirus to build immunity to it?,"No, for several reasons, says Peter Hotez, dean of the National School ofTropical Medicine at Baylor College of Medicine.While a protective antibody is generated in those who are infected,[scientists are not yetsure](https://www.usatoday.com/story/news/health/2020/03/12/coronavirus-reader-questions-answered-symptoms-testing-elderly/5012457002/) whether thatimmunity will last for a short period of time, for years or for life. Some saythe possibility of reinfection is very likely.Moreover, a [new federal health reportsays](https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-illnesses-can-serious-young-adults-cdc-report/2874271001/) Americans of allages have faced serious health complications amid the outbreak. Data from theCDC show that among the roughly 12% of COVID-19 cases in the U.S. known toneed hospitalizations, about 1 in 5 were among people ages 20 to 44. Anywherefrom 14% to 21% of adults ages 20 to 44 with COVID-19 have been hospitalized,the CDC data estimates. Two to 4% of cases led to ICU admissions, and lessthan 1% were fatal.Finally, it's important to avoid getting and spreading the virus. While theyoung may not be the most at risk, they're carrying the disease to those whoare more vulnerable, such as older people and those with underlyingconditions. Dr. Deborah Birx, a member of the White House coronavirus taskforce, on Wednesday urged ""the millennial generation"" to take specialprecautions. ""You have the potential to spread it,"" she said.","Yes, but it depends on what kind of test you do. ""If you do an antibody test, in theory it could show that you had the virus and then recovered,"" Hotez said.

To do an antibody test, you'd need to have blood drawn. But coronavirus tests in the U.S. aren't being done this way."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Does getting pneumonia shots given to elderly people help if you get this virus?,"Vaccines against pneumonia, such as pneumococcal vaccine and Haemophilusinfluenzae type B vaccine, do not provide protection against the newcoronavirus, [according to the World HealthOrganization](https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters). The vaccines simply guardagainst those specific bacterial infections.The COVID-19 virus can, in fact, cause pneumonia, but the vaccines cannotprevent this pneumonia.","No, the presence of the coronavirus would not turn a flu test positive.However, it's possible to have both the coronavirus and the flu at the sametime. In that case, the flu test would be positive.The opposite is also true: Presence of the flu would not result in a positivecoronavirus test. It's important to note that, even if someone tests negativefor the coronavirus, they still may be infected with the coronavirus."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,"I see people in my neighborhood out running, riding bikes and walking their dogs. Is that OK?","Yes, that's OK! Just be sure to maintain distance from other people. [The CDCrecommends](https://www.cdc.gov/coronavirus/2019-ncov/prepare/prevention.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fabout%2Fprevention.html)a distance of about 6 feet. Even in states and counties where [residents arebeing asked to stayhome](https://www.usatoday.com/story/news/nation/2020/03/21/coronavirus-lockdown-orders-shelter-place-stay-home-state-list/2891193001/) or ""[shelterin place](https://www.usatoday.com/story/news/health/2020/03/17/coronavirus-san-francisco-california-shelter-in-place/5073397002/),"" it's still fine to gofor a run, hike or do other outdoor activities, as long as proper socialdistancing is observed.Just don't be like Chicago, where city officials closed trails and parks aftercrowds of hundreds of people were seen congregating along the city’slakefront.Remember: The White House recommends that you should avoid social gatheringsinvolving more than 10 people, as well as all non-essential travel, shoppingtrips and social visits. **Social distancing:**[Why it's so important to stopping the spread ofcoronavirus ](https://www.usatoday.com/in-depth/news/2020/03/16/social-distancing-coronavirus-isolation-quarantine-pandemic-virus-infection-symptoms/5019940002/)","There is value to getting tested because there are many reasons why someonewould seek medical care for their symptoms, and ruling out the coronavirus ishelpful in seeking other causes, said Jason Christie, chief of pulmonarymedicine at Penn Medicine.""The biggest problem is we don’t have a quick and reliable test right now.Without that, we have to be smart and ration the testing to those people thatneed them most. So don’t go out and get tested right now unless you’re sick,""Christie said.Testing also helps health officials figure out how prevalent and contagious avirus is."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Are there any projections to estimate the spread of COVID-19 and a timeline of its passing?,"Yes, there are many projections, but scientists say they [all hinge on howpeoplebehave](https://www.usatoday.com/story/news/nation/2020/03/18/coronavirus-us-when-end-tips-survive/5064025002/). That's why it's essential to socialdistance and do what you can to prevent spread.A [conservative USA TODAY analysis](https://www.usatoday.com/in-depth/news/investigations/2020/03/13/us-hospitals-overwhlemed-coronavirus-cases-result-in-too-few-beds/5002942002/) based on data from the AmericanHospital Association, U.S. Census, CDC and WHO estimates that 23.8 millionAmericans could contract COVID-19, leaving almost six seriously ill patientsfor every existing hospital bed. [Another analysisfinds](https://www.usatoday.com/in-depth/news/world/2020/03/19/coronavirus-curve-us-may-its-most-dangerous-point/2863553001/) that America’s trajectoryof community spread is trending toward Italy’s, where circumstances are dire.One researcher at the Global Center for Health Security estimated last monththat as many as 96 million Americans could be infected. The U.S. population onMarch 27 is estimated at 329 million.The Johns Hopkins Center for Health Security estimated that 38 millionAmericans will need medical care for COVID-19. The CDC's [worst-case-scenario](https://www.usatoday.com/in-depth/news/world/2020/03/19/coronavirus-curve-us-may-its-most-dangerous-point/2863553001/) is that about 160 millionto 210 million Americans will be infected by December. Under this forecast, 21million people would need hospitalization and 200,000 to 1.7 million could dieby the end of the year.Outside the U.S., leaked British documents projected that a coronavirusoutbreak could rage until spring 2021. German Chancellor Angela Merkel said[60% to 70% of her country'spopulation](https://www.usatoday.com/story/news/health/2020/03/11/coronavirus-live-updates-washington-ban-michigan-cases-us-death/5011587002/) couldeventually become infected. **USA TODAY analysis:**[America's coronavirus 'curve' may be at its mostdangerous point](https://www.usatoday.com/in-depth/news/world/2020/03/19/coronavirus-curve-us-may-its-most-dangerous-point/2863553001/)","Among the more than 4,000 cases in the U.S. as of March 16, only 5% were people aged 0–19 years, according to the CDC. Just 2%–3% of cases in that age group had to be hospitalized, and none were in the ICU.

This week, however, health officials reported that a 17-year-old teen in New Orleans died after contracting the virus. And a 2-month-old in Nashville who tested positive for the virus could be the youngest patient in the nation, officials say. In China, at least one two-day-old infant had been infected, according to a WHO study."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Is it safe to get carry-out food?,"The CDC and WHO have not issued formal guidance on carry-out food.While the CDC says that there is no evidence to support transmissionassociated with food, a person may get COVID-19 by touching a surface orobject that has the virus on it and then touching their own face. The viruscan, for example, survive on cardboard up to 24 hours, [according to a recentstudy](https://www.usatoday.com/story/news/health/2020/03/18/heres-how-long-coronavirus-can-live-surfaces-and-air-study/2863287001/).The issue of carry-out food also raises concerns about [the risk couriers arefacing](https://www.usatoday.com/story/money/food/2020/03/17/coronavirus-doordash-postmates-couriers-keep-regular-rates/5060297002/) by interactingwith customers during their shifts. That's why some companies are now offering[""contactless"" deliveryoptions](https://www.usatoday.com/story/money/2020/03/17/coronavirus-how-restaurants-adapting-uncertainty/5057617002/) that help people maintain socialdistancing by allowing couriers to ring the doorbell and leave the packageoutside. **Study finds:**[Coronavirus can live in the air for hours and on surfacesfor days](https://www.usatoday.com/story/news/health/2020/03/18/heres-how-long-coronavirus-can-live-surfaces-and-air-study/2863287001/)","As with seasonal flu, people at highest risk for severe disease and death include people over the age of 60 and those with underlying conditions, according to the World Health Organization.

""Starting at age 60, there is an increasing risk of disease and the risk increases with age. The highest risk of serious illness and death is in people older than 80 years,"" Nancy Messonnier, director of the CDC's National Center for Immunization and Respiratory Diseases, told reporters in a recent telebriefing.

The CDC recommends that people over 60 stock up on supplies, keep away from others who are sick, limit close contact, wash hands often, avoid crowds as much as possible, avoid cruises and don't fly on planes unless absolutely necessary."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,How soon after exposure can you test positive?,"There's no specific data on this question yet, according to Gregory Poland,director of the Mayo Clinic’s Vaccine Research Group. However, we do know thatsomeone infected with the virus may begin showing symptoms anywhere betweenone and 14 days after catching the virus, most commonly around five days,[according to the WHO](https://www.who.int/news-room/q-a-detail/q-a-coronaviruses).""The peak viral shedding occurs during the first five days after the onset ofsymptoms. My guess is that within a few days of being exposed, these patientsare beginning to shed virus,"" Poland said.A recent report from the CDC studying an outbreak at a care home in WashingtonState found that among 23 residents who tested positive for the virus, 13 wereasymptomatic. Within a week, 10 of those 13 developed symptoms, with onset at3 days.","Federal health officials are asking Americans to stay home as much as possible and cancel any elective surgeries. Some local and state governments have implemented stricter rules.

If it's possible to keep your appointment and speak with your provider over the phone or video, you should. However, if you cannot speak with a provider remotely and are able to reschedule your in-person appointment for a later date, you should."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,Do the symptoms for COVID-19 come together or can you have separate symptoms showing up at different times?,"The most common symptoms are fever, tiredness and dry cough, according to theWHO. Shortness of breath is also among the most common symptoms, according tothe CDC. In most cases where symptoms present, those symptoms come together,Hotez said.""Usually it presents with fever and cough, or fever, cough, and shortness ofbreath,"" he said. ""It might present with one of those symptoms first, but thenit rapidly progresses to the others.""Some patients also have aches and pains, nasal congestion, runny nose, sorethroat or diarrhea. Some people do not have symptoms at all.A [New York neurosurgeon is warningpeople](https://www.usatoday.com/story/news/health/2020/03/19/new-york-doctor-tests-positive-coronavirus-reports-different-symptoms/2873342001/) againstlooking out for fever as the first tell-tale symptom of the virus. Hissymptoms began with a little bit of congestion and only later progressed to afever, body aches and chills. **More on testing:**[Coronavirus test swabs aren't your standard Q-tips, andthey're running out as testing rampsup](https://www.usatoday.com/story/news/health/2020/03/18/coronavirus-testing-nasopharyngeal-swabs-running-out-tests-ramp-up/2863270001/)","In some cases, the virus ultimately damages tiny air sacs in the lungs,restricting oxygen to the bloodstream and depriving other major organs –including the liver, kidney and brain – of oxygen. **Severe cases of coronavirus:**[Some result in brain damage, inability towalk](https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-what-acute-respiratory-distress-syndrome-ards/5066412002/)In a small number of severe cases, that can develop into[ acute respiratorydistress syndrome(ARDS)](https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-what-acute-respiratory-distress-syndrome-ards/5066412002/), which requires apatient be placed on a ventilator to supply oxygen. However, if too much ofthe lung is damaged and not enough oxygen is supplied to the rest of the body,respiratory failure could lead to organ failure and death.Here's [what that looks like inside the body](https://www.usatoday.com/in-depth/news/2020/03/13/what-coronavirus-does-body-covid-19-infection-process-symptoms/5009057002/)."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,How do you actually die from the coronavirus? What happens?,"In some cases, the virus ultimately damages tiny air sacs in the lungs,restricting oxygen to the bloodstream and depriving other major organs –including the liver, kidney and brain – of oxygen. **Severe cases of coronavirus:**[Some result in brain damage, inability towalk](https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-what-acute-respiratory-distress-syndrome-ards/5066412002/)In a small number of severe cases, that can develop into[ acute respiratorydistress syndrome(ARDS)](https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-what-acute-respiratory-distress-syndrome-ards/5066412002/), which requires apatient be placed on a ventilator to supply oxygen. However, if too much ofthe lung is damaged and not enough oxygen is supplied to the rest of the body,respiratory failure could lead to organ failure and death.Here's [what that looks like inside the body](https://www.usatoday.com/in-depth/news/2020/03/13/what-coronavirus-does-body-covid-19-infection-process-symptoms/5009057002/).","Yes, but it depends on what kind of test you do. ""If you do an antibody test, in theory it could show that you had the virus and then recovered,"" Hotez said.

To do an antibody test, you'd need to have blood drawn. But coronavirus tests in the U.S. aren't being done this way."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,What is the age range of U.S. deaths from COVID-19?,"In the U.S., ages range from an infant less than one year old to people intheir 90s, according to state and local health departments.The Illinois Department of Public Health said Saturday that [an infantcoronavirus patient younger than one yearold](https://www.usatoday.com/story/news/health/2020/03/28/coronavirus-update-trump-signs-stimulus-disney-parks-close-indefinitely/2928057001/) in Chicagohad died. An investigation was underway to determine the cause of death.""There has never before been a death associated with COVID-19 in an infant,""department Director Dr. Ngozi Ezike said.This week health officials also reported that a [17-year-old teen in NewOrleans](https://www.usatoday.com/story/news/health/2020/03/26/coronavirus-live-updates-senate-stimulus-us-deaths-donald-trump/5079447002/) died aftercontracting the virus. And a [2-month-old inNashville](https://www.tennessean.com/story/news/local/2020/03/26/2-month-old-tests-positive-coronavirus-nashville-tennessee/2915705001/) who testedpositive for the virus could be the youngest patient in the nation, officialssay.However, this range is not conclusive because health officials have notreleased the specific ages of several other patients, and new deaths are beingreported each day.","Of the more than 586,000 people who have been infected worldwide, more than 26,000 have died. That's a death rate of about 4.6%. The WHO has previously estimated the rate at about 3.4%.

The death rate, however, varies widely based on age, health and geographic location. People who are older or who have preexisting conditions are at higher risk of severe illness."
USA Today,https://www.usatoday.com/story/news/health/2020/03/19/coronavirus-reader-questions-death-age-flu-symptoms-food-timeline/2863776001/,"If a person is sick with the coronavirus and gets tested for the flu, would the flu test be positive?","No, the presence of the coronavirus would not turn a flu test positive.However, it's possible to have both the coronavirus and the flu at the sametime. In that case, the flu test would be positive.The opposite is also true: Presence of the flu would not result in a positivecoronavirus test. It's important to note that, even if someone tests negativefor the coronavirus, they still may be infected with the coronavirus.","Acknowledging that older adults and persons with underlying health conditionsare more susceptible to COVID-19, a growing number of stores are [dedicatingtime or openingearlier](https://www.usatoday.com/story/money/2020/03/17/coronavirus-shopping-stores-introduce-time-for-vulnerable-elderly-pregnant/5074064002/) for seniorshoppers and other at-risk groups.But Elliott says she doesn't advise it. ""That gives a false sense ofsecurity,"" she said. ""By encouraging older people with chronic diseases to goout at a dedicated time, you're still exposing them to a bunch of otherpeople, and if one person in that crowd is infected, then the virus willspread.""Elliott said she'd rather see stores limiting the number of people who canenter during a given time period so that there are fewer people in the store.She also encourages healthy people to do the shopping."
